User,Comment,Time,Likes
@patricializarazo4081,ELON TUSK,4 years ago,
@Smokeymcpot713,Stephen Hawking?,4 years ago,2
@DukeEllision329, @patricializarazo4081   Elon has done more get over it boomer,4 years ago,
@genuinelearner4227,TLM lol you wish,1 year ago (edited),3
@danieleaguiar6332,37:44 We should think about it!39:53 ,1 year ago,
@SableSunsets,Baie geluk ek het dit baie gehou ,4 years ago,142
@PrettiBoiMicah,I’ve realized Elon musk is someone who does more than he says...,4 years ago,3
@pashgetti7573,A lot more.....,4 years ago,3.1K
@user-he2qm4iq5i,"Memelord, Genius, Billionaire, Entrepreneur-- this is the peak of human evolution",4 years ago,68
@SpeedSeekerMoto,Especially the part where he endangers his employees lives for money by not abiding the quarantine laws.,4 years ago,118
@dominicabdal9907," @user-he2qm4iq5i  Ahhh, yes. This deathly dangerous disease that almost only kills the already very sick or very old. Even at that its very unsuccessful in its kill rate. A huge amount of people in America have continued working, including myself throughout this whole pandemic with 0 incident. Elon is right in his choice. The only way he would have been more right was if he moved his manufacturing plant to Texas during this pandemic and then reopened.",4 years ago,1
@spiralsun1,Well said,4 years ago,16
@user-he2qm4iq5i,Emil Hansen What? He is obviously not motivated by greed. Are you saying he’s a bad guy? I don’t get it.,4 years ago (edited),20
@stefamart7, @spiralsun1  So he is reopening tesla factories against his county's rules for love and happieness and making his employees sick? Thanks for clarifying,4 years ago,19
@karthiklol99831," @SpeedSeekerMoto  coronavirus doesn't kill only sick/old people, it often kills even normal people or it causes a lot of damages to the lungs and to the circulatory system.Here I think that people like Elon, who are experts on meccanics and engineering, but not on medicine, should shut up and let doctors do their work",4 years ago,18
@user-he2qm4iq5i, @user-he2qm4iq5i  All of your statistics are very inaccurate. You are speaking with your emotions more than the necessary logic. There are millions of things that kill people everyday. This is not even close to concerning.,4 years ago (edited),21
@karthiklol99831," @karthiklol99831  If you don't think of this virus as concerning, you have something wrong with your brain. I truly envy the people that don't have to talk to you.",4 years ago,19
@cornelesmokodompit1683,"Emil Hansen then envy yourself you don’t have to talk to me fool. Wake up from your dream, reality isn’t as simple as what you see on YouTube and the news.",4 years ago,
@randalllopez7, @user-he2qm4iq5i  name corneles mokodompit from indonesia asking,4 years ago,1
@hetsekhalia5942,But hes not a playboi tho,4 years ago,2
@user-he2qm4iq5i,Nah now there will be the next best specimen who will be all of that and have great body muscularly powerful,4 years ago (edited),6
@no-gracias9863,"@John Shen and America has just hit it's alltime coronavirus death/day peak. And no, I don't live in a nuclear bunker, I just have common sense️",4 years ago,3
@user-he2qm4iq5i,Emil Hansen I guess his employees need to eat right?,4 years ago,5
@no-gracias9863," @no-gracias9863  yea man like theres a thing for that called paid sick leave. Oh, I forgot, we are talking about an american millionaire, of course that won't be the case.",4 years ago,3
@Leo9ine,Emil Hansen maybe they want to work,4 years ago,4
@mikedaskalakis5006, @SpeedSeekerMoto  You are literally killing people with that mentality. Fucking stop.,4 years ago,9
@princesagar7736," @user-he2qm4iq5i  He probably did that only so that his company doesn't die, his employees are keeping safe distances from each other and wearing masks so it isn't really as bad as you're making it sound",4 years ago,
@datavalisofficial8730, @spiralsun1  Hii mam,4 years ago,2
@user-jn4fn9od7u," @SpeedSeekerMoto  2 weeks ago, you didn't seem to have a single idea of what you're saying, i dont know what you think now, and i will not spend a single keystroke trying to explain to you why, you should have an idea",4 years ago,5
@stepansynek9329," @mikedaskalakis5006  Tesla is giving employees access to more paid-time off if they feel sick or don’t feel comfortable going to work with the coronavirus crisis, but they confirm that they plan to continue production, service, and sales operations.If his company dies, after the virus many people could lose their careers and livelihoods.",4 years ago (edited),8
@juanitakeziah3876,Emil Hansen I have heard about an american parachutist who’s chute got stuck and he died of coronavirus.,4 years ago,
@robotec0007, @user-he2qm4iq5i  aa1,4 years ago,1
@hannah8719, @user-he2qm4iq5i  why could all other car manufactures start their work except tesla? Would you not want to start work then?,4 years ago,
@thatguyjd14,and a South African,4 years ago,6
@abdullahs7256,Emil Hansen apparently liberals don’t care anymore because of the protests so you can’t hate Elon anymore,4 years ago,2
@Wontonssbu,"Emil Hansen the virus is a great concern but i also think that Elon probably takes some precaution and sanitizes the workspaces. Also you are saying so many people have died which is true but you only say that because the media is reporting all the deaths you see but, in reality the death-rate in the world overall has actually decreased. So basically as long as elon makes sure all the people that walk in get sanitized properly he should be fine.",4 years ago (edited),3
@tomasparaiso2766,@DM Animation Over history.,4 years ago,1
@MirkoskjiVero,u forgot NBA all star,4 years ago,2
@Darko1.0,I think he is a sociopath. And it will be damaging in the long term,4 years ago,2
@Darko1.0,"I like how memelord comes before everything, it really is his biggest achieviement.",4 years ago,3
@Darko1.0, @user-he2qm4iq5i  theyre not slaves they are employees,4 years ago,
@miniatureben3558,"They have a choice of working with him, not working or working somewhere else so....",4 years ago,3
@jeanna7851, @user-he2qm4iq5i  Sure we could just Stay at Home and be safe but what happens if you run out of supplies and food sure you can buy some at the nearest store but what happens if you run out of money?. Sure the Citizens who have earned enough can stay longer with their earned income but what about the Less Fortunate Familes who live off by just working to get their salary. What will they  do at home than  just wait for someone to give them aid while they take the punches without supplies and Food but even the government can sometimes have problems of giving the people what they need when they themselves can have a deficit. I think they should work so that they can  help their Families You have no choice once You ran out of supplies you must work but they should adopt the guidelines for social distancing and how to clean yourselves. This is What The Tesla Gigafactory was applying to their workers social distancing hand sanitizers and others.,4 years ago,
@jeanna7851," @user-he2qm4iq5i  2% tops and that's using their skewed data. Sick, elderly and/or afraid (minority) should stay home, everyone else (majority) get back to living life. Unfortunately, they still insist on beating this dead horse.",4 years ago (edited),1
